"plot","transect","microsite","canopy","point","species","length","width","height","number"
"CP3-998",3,"interspace",0,20,"GUSA2",1,1,2,1
"CP3-998",3,"interspace",0,20,"DEPI",NA,NA,2,1
"CP3-998",3,"interspace",0,20,"GUSA2",1,1,2,1
"CP3-998",3,"canopy",1,25,"NO PLANTS",NA,NA,NA,NA
"CP3-998",3,"interspace",0,25,"NO PLANTS",NA,NA,NA,NA
"CP5-002",1,"canopy",1,5,"ELEL5",3,3,7,1
"CP5-002",1,"canopy",1,5,"ELEL5",3,2,12,1
"CP5-002",1,"interspace",1,5,"ELEL5",2,1,7,1
"CP5-002",1,"canopy",1,10,"NO PLANTS",NA,NA,NA,0
"CP5-002",1,"interspace",0,10,"BOGR2",3,3,2,1
"CP5-002",1,"interspace",0,10,"VUOC",NA,NA,4,1
"CP5-002",1,"interspace",0,10,"BOGR2",6,3,4,1
"CP5-002",1,"interspace",0,10,"BOGR2",2,1,1,1
"CP5-002",1,"interspace",0,10,"BOGR2",2,1,3,1
"CP5-002",1,"interspace",0,10,"VUOC",NA,NA,4,1
"CP5-002",1,"interspace",0,10,"VUOC",NA,NA,4,1
"CP5-002",1,"interspace",0,10,"VUOC",NA,NA,4,1
"CP5-002",1,"interspace",0,10,"VUOC",NA,NA,4,1
"CP5-002",1,"canopy",0,15,"PLJA",5,3,10,1
"CP5-002",1,"canopy",0,15,"VUOC",NA,NA,3,1
"CP5-002",1,"canopy",1,15,"VUOC",NA,NA,2,1
"CP5-002",1,"canopy",0,15,"VUOC",NA,NA,3,1
"CP5-002",1,"canopy",1,15,"VUOC",NA,NA,2,1
"CP5-002",1,"canopy",1,15,"VUOC",NA,NA,2,1
"CP5-002",1,"interspace",0,15,"BOGR2",6,2,3,1
"CP5-002",1,"interspace",0,15,"BOGR2",1,1,2,1
"CP5-002",1,"canopy",0.5,20,"VUOC",NA,NA,3,1
"CP5-002",1,"canopy",0.5,20,"VUOC",NA,NA,3,1
"CP5-002",1,"canopy",0.5,20,"VUOC",NA,NA,3,1
"CP5-002",1,"canopy",0.5,20,"VUOC",NA,NA,3,1
"CP5-002",1,"canopy",0.5,20,"VUOC",NA,NA,3,1
"CP5-002",1,"canopy",0.5,20,"VUOC",NA,NA,3,1
"CP5-002",1,"canopy",0.5,20,"VUOC",NA,NA,3,1
"CP5-002",1,"interspace",0,20,"VUOC",NA,NA,3,1
"CP5-002",1,"canopy",1,25,"BOGR2",1,1,4,1
"CP5-002",1,"canopy",1,25,"BOGR2",1,1,4,1
"CP5-002",1,"canopy",1,25,"BOGR2",2,1,4,1
"CP5-002",1,"canopy",1,25,"BOGR2",3,2,4,1
"CP5-002",1,"canopy",1,25,"ERPU2",4,3,4,1
"CP5-002",1,"canopy",1,25,"ERPU2",3,2,10,1
"CP5-002",1,"canopy",1,25,"VUOC",NA,NA,4,1
"CP5-002",1,"canopy",1,25,"BOGR2",4,3,6,1
"CP5-002",1,"canopy",1,25,"BOGR2",1,1,5,1
"CP5-002",1,"canopy",1,25,"VUOC",NA,NA,4,1
"CP5-002",1,"canopy",1,25,"VUOC",NA,NA,4,1
"CP5-002",1,"canopy",1,25,"VUOC",NA,NA,4,1
"CP5-002",1,"canopy",1,25,"VUOC",NA,NA,4,1
"CP5-002",1,"canopy",1,25,"VUOC",NA,NA,4,1
"CP5-002",1,"canopy",1,25,"VUOC",NA,NA,4,1
"CP5-002",1,"canopy",1,25,"VUOC",NA,NA,4,1
"CP5-002",1,"canopy",1,25,"VUOC",NA,NA,4,1
"CP5-002",1,"interspace",0,25,"BOGR2",2,2,2,1
"CP5-002",1,"interspace",0,25,"BOGR2",6,3,2,1
"CP5-002",2,"canopy",0.5,5,"VUOC",NA,NA,4,1
"CP5-002",2,"canopy",0.5,5,"VUOC",NA,NA,4,1
"CP5-002",2,"canopy",0.5,5,"VUOC",NA,NA,4,1
"CP5-002",2,"canopy",0.5,5,"VUOC",NA,NA,4,1
"CP5-002",2,"canopy",0.5,5,"VUOC",NA,NA,4,1
"CP5-002",2,"interspace",0,5,"NO PLANTS",NA,NA,NA,0
"CP5-002",2,"canopy",1,10,"ELEL5",1,1,10,1
"CP5-002",2,"interspace",0,10,"ERPU2",1,1,3,1
"CP5-002",2,"interspace",0,10,"VUOC",NA,NA,2,1
"CP5-002",2,"canopy",1,15,"ELEL5",2,1,8,1
"CP5-002",2,"interspace",0,15,"BOGR2",1,1,2,1
"CP5-002",2,"interspace",0,15,"BOGR2",2,1,1,1
"CP5-002",2,"canopy",0,20,"BOGR2",4,3,3,1
"CP5-002",2,"canopy",0,20,"BOGR2",2,1,3,1
"CP5-002",2,"interspace",0,20,"VUOC",NA,NA,2,1
"CP5-002",2,"interspace",0,20,"BOGR2",1,1,3,1
"CP5-002",2,"interspace",0,20,"VUOC",NA,NA,2,1
"CP5-002",2,"interspace",0,20,"VUOC",NA,NA,2,1
"CP5-002",2,"interspace",0,20,"VUOC",NA,NA,2,1
"CP5-002",2,"interspace",0,20,"VUOC",NA,NA,2,1
"CP5-002",2,"interspace",0,20,"VUOC",NA,NA,2,1
"CP5-002",2,"interspace",0,20,"VUOC",NA,NA,2,1
"CP5-002",2,"interspace",0,20,"VUOC",NA,NA,2,1
"CP5-002",2,"interspace",0,20,"VUOC",NA,NA,2,1
"CP5-002",2,"interspace",0,20,"VUOC",NA,NA,2,1
"CP5-002",2,"interspace",0,20,"VUOC",NA,NA,2,1
"CP5-002",2,"interspace",0,20,"VUOC",NA,NA,2,1
"CP5-002",2,"interspace",0,20,"VUOC",NA,NA,2,1
"CP5-002",2,"interspace",0,20,"VUOC",NA,NA,2,1
"CP5-002",2,"interspace",0,20,"VUOC",NA,NA,2,1
"CP5-002",2,"interspace",0,20,"VUOC",NA,NA,2,1
"CP5-002",2,"canopy",0,25,"VUOC",NA,NA,3,1
"CP5-002",2,"canopy",1,25,"BOGR2",3,2,2,1
"CP5-002",2,"canopy",0,25,"ERPU2",2,1,2,1
"CP5-002",2,"canopy",0,25,"VUOC",NA,NA,3,1
"CP5-002",2,"canopy",0,25,"VUOC",NA,NA,3,1
"CP5-002",2,"canopy",0,25,"VUOC",NA,NA,3,1
"CP5-002",2,"canopy",0,25,"VUOC",NA,NA,3,1
"CP5-002",2,"canopy",0,25,"VUOC",NA,NA,3,1
"CP5-002",2,"interspace",0,25,"BOGR2",2,1,1,1
"CP5-002",2,"interspace",0,25,"ERPU2",1,2,5,1
"CP5-002",2,"interspace",0,25,"ERPU2",4,3,3,1
"CP5-002",2,"interspace",0,25,"ERPU2",4,2,3,1
"CP5-002",3,"canopy",1,5,"ERPU2",1,1,3,1
"CP5-002",3,"canopy",1,5,"ERPU2",1,1,3,1
"CP5-002",3,"canopy",1,5,"ERPU2",2,1,1,1
"CP5-002",3,"canopy",1,5,"ERPU2",1,1,2,1
"CP5-002",3,"canopy",1,5,"ERPU2",1,1,1,1
"CP5-002",3,"interspace",1,5,"ELEL5",1,1,7,1
"CP5-002",3,"interspace",1,5,"ERPU2",6,5,4,1
"CP5-002",3,"canopy",1,10,"ELEL5",1,1,8,1
"CP5-002",3,"canopy",1,10,"ELEL5",1,1,6,1
"CP5-002",3,"interspace",0,10,"PLJA",4,2,7,1
"CP5-002",3,"interspace",0,10,"PLJA",5,3,6,1
"CP5-002",3,"interspace",0,10,"PLJA",1,2,4,1
"CP5-002",3,"interspace",0,10,"PLJA",1,1,4,1
"CP5-002",3,"interspace",0,10,"ERPU2",2,2,3,1
"CP5-002",3,"interspace",0,10,"ERPU2",3,3,4,1
"CP5-002",3,"canopy",1,15,"ERPU2",1,1,3,1
"CP5-002",3,"interspace",0,15,"NO PLANTS",NA,NA,NA,0
"CP5-002",3,"canopy",1,20,"NO PLANTS",NA,NA,NA,0
"CP5-002",3,"interspace",0,20,"VUOC",NA,NA,3,1
"CP5-002",3,"interspace",0,20,"VUOC",NA,NA,3,1
"CP5-002",3,"canopy",1,25,"ERPU2",2,2,4,1
"CP5-002",3,"interspace",0,25,"BOGR2",3,2,3,1
"DryGB2-006",1,"canopy",1,5,"ELEL5",5,4,16,1
"DryGB2-006",1,"interspace",0.5,5,"ACHY",2,2,17,1
"DryGB2-006",1,"interspace",0,5,"ACHY",1,1,5,1
"DryGB2-006",1,"canopy",1,10,"NO PLANTS",NA,NA,NA,NA
"DryGB2-006",1,"interspace",0,10,"NO PLANTS",NA,NA,NA,NA
"DryGB2-006",1,"canopy",0,15,"PLJA",NA,NA,11,1
"DryGB2-006",1,"canopy",1,15,"PHST11",6,3,9,1
"DryGB2-006",1,"canopy",0,15,"PLJA",NA,NA,11,1
"DryGB2-006",1,"canopy",0,15,"PLJA",NA,NA,11,1
"DryGB2-006",1,"interspace",0,15,"NO PLANTS",NA,NA,NA,NA
"DryGB2-006",1,"canopy",1,20,"NO PLANTS",NA,NA,NA,NA
"DryGB2-006",1,"interspace",0,20,"PLJA",NA,NA,4,1
"DryGB2-006",1,"canopy",1,25,"PHST11",14,7,12,1
"DryGB2-006",1,"canopy",1,25,"ACHY",1,1,12,1
"DryGB2-006",1,"canopy",1,25,"PHST11",3,3,4,1
"DryGB2-006",1,"interspace",0,25,"PLJA",NA,NA,5,1
"DryGB2-006",2,"canopy",1,5,"NO PLANTS",NA,NA,NA,NA
"DryGB2-006",2,"interspace",NA,5,"NO GAPS >60 cm",NA,NA,NA,NA
"DryGB2-006",2,"canopy",1,7.5,"NO PLANTS",NA,NA,NA,NA
"DryGB2-006",2,"interspace",0,7.5,"NO PLANTS",NA,NA,NA,NA
"DryGB2-006",2,"canopy",1,10,"ACHY",1,1,11,1
"DryGB2-006",2,"interspace",0,10,"PLJA",NA,NA,5,1
"DryGB2-006",2,"interspace",0,10,"PLJA",NA,NA,5,1
"DryGB2-006",2,"interspace",0,10,"PLJA",NA,NA,5,1
"DryGB2-006",2,"interspace",0,10,"PLJA",NA,NA,5,1
"DryGB2-006",2,"interspace",0,10,"PLJA",NA,NA,5,1
"DryGB2-006",2,"interspace",0,10,"PLJA",NA,NA,5,1
"DryGB2-006",2,"canopy",1,15,"ELEL5",2,2,15,1
"DryGB2-006",2,"canopy",1,15,"ELEL5",2,2,16,1
"DryGB2-006",2,"interspace",0,15,"NO PLANTS",NA,NA,NA,NA
"DryGB2-006",2,"canopy",1,20,"NO PLANTS",NA,NA,NA,NA
"DryGB2-006",2,"interspace",0,20,"NO PLANTS",NA,NA,NA,NA
"DryGB2-006",2,"canopy",1,25,"ACHY",4,4,10,1
"DryGB2-006",2,"interspace",0,25,"NO PLANTS",NA,NA,NA,NA
"DryGB2-006",3,"canopy",1,2.5,"NO PLANTS",NA,NA,NA,NA
"DryGB2-006",3,"interspace",0,2.5,"NO PLANTS",NA,NA,NA,NA
"DryGB2-006",3,"canopy",1,5,"ACHY",1,1,15,1
"DryGB2-006",3,"interspace",0,5,"NO PLANTS",NA,NA,NA,NA
"DryGB2-006",3,"canopy",1,10,"NO PLANTS",NA,NA,NA,NA
"DryGB2-006",3,"interspace",0,10,"GISI",NA,NA,4,1
"DryGB2-006",3,"canopy",1,15,"ACHY",3,2,14,1
"DryGB2-006",3,"interspace",0,15,"NO PLANTS",NA,NA,NA,NA
"DryGB2-006",3,"canopy",0.5,20,"PHST11",4,2,3,1
"DryGB2-006",3,"interspace",0,20,"NO PLANTS",NA,NA,NA,NA
"DryGB2-006",3,"canopy",0,25,"ACHY",1,1,8,1
"DryGB2-006",3,"interspace",NA,25,"NO GAPS >60 cm",NA,NA,NA,NA
"DryGB2-019",1,"canopy",0.5,5,"ELEL5",12,6,17,1
"DryGB2-019",1,"interspace",0,5,"NO PLANTS",NA,NA,NA,NA
"DryGB2-019",1,"canopy",1,10,"NO PLANTS",NA,NA,NA,NA
"DryGB2-019",1,"interspace",0,10,"NO PLANTS",NA,NA,NA,NA
"DryGB2-019",1,"canopy",0.5,15,"NO PLANTS",NA,NA,NA,NA
"DryGB2-019",1,"interspace",0,15,"NO PLANTS",NA,NA,NA,NA
"DryGB2-019",1,"canopy",1,20,"ELEL5",4,4,24,1
"DryGB2-019",1,"canopy",1,20,"ELEL5",4,4,24,1
"DryGB2-019",1,"canopy",1,20,"ELEL5",4,4,24,1
"DryGB2-019",1,"canopy",1,20,"ELEL5",4,4,24,1
"DryGB2-019",1,"canopy",1,20,"ELEL5",4,4,24,1
"DryGB2-019",1,"canopy",1,20,"ELEL5",4,4,24,1
"DryGB2-019",1,"canopy",1,20,"ELEL5",4,4,24,1
"DryGB2-019",1,"canopy",1,20,"ELEL5",4,4,24,1
"DryGB2-019",1,"canopy",1,20,"ELEL5",4,4,24,1
"DryGB2-019",1,"canopy",1,20,"ELEL5",4,4,24,1
"DryGB2-019",1,"canopy",1,20,"ELEL5",4,4,24,1
"DryGB2-019",1,"canopy",1,20,"ELEL5",4,4,24,1
"DryGB2-019",1,"canopy",1,20,"ELEL5",4,4,24,1
"DryGB2-019",1,"canopy",1,20,"ELEL5",4,4,24,1
"DryGB2-019",1,"canopy",1,20,"ELEL5",4,4,24,1
"DryGB2-019",1,"canopy",1,20,"ELEL5",4,4,24,1
"DryGB2-019",1,"canopy",1,20,"ELEL5",4,4,24,1
"DryGB2-019",1,"canopy",1,20,"ELEL5",4,4,24,1
"DryGB2-019",1,"canopy",1,20,"ELEL5",4,4,24,1
"DryGB2-019",1,"canopy",1,20,"ELEL5",4,4,24,1
"DryGB2-019",1,"canopy",1,20,"ELEL5",4,4,24,1
"DryGB2-019",1,"canopy",1,20,"ELEL5",4,4,24,1
"DryGB2-019",1,"canopy",1,20,"ELEL5",4,4,24,1
"DryGB2-019",1,"canopy",1,20,"ELEL5",4,4,24,1
"DryGB2-019",1,"canopy",1,20,"ELEL5",4,4,24,1
"DryGB2-019",1,"canopy",1,20,"ELEL5",4,4,24,1
"DryGB2-019",1,"canopy",1,20,"ELEL5",4,4,24,1
"DryGB2-019",1,"canopy",1,20,"ELEL5",4,4,24,1
"DryGB2-019",1,"canopy",1,20,"ELEL5",4,4,24,1
"DryGB2-019",1,"canopy",1,20,"ELEL5",4,4,24,1
"DryGB2-019",1,"canopy",1,20,"ELEL5",4,4,24,1
"DryGB2-019",1,"canopy",1,20,"ELEL5",4,4,24,1
"DryGB2-019",1,"canopy",1,20,"ELEL5",4,4,24,1
"DryGB2-019",1,"canopy",1,20,"ELEL5",4,4,24,1
"DryGB2-019",1,"canopy",1,20,"ELEL5",4,4,24,1
"DryGB2-019",1,"canopy",1,20,"ELEL5",4,4,24,1
"DryGB2-019",1,"canopy",1,20,"ELEL5",4,4,24,1
"DryGB2-019",1,"canopy",1,20,"ELEL5",4,4,24,1
"DryGB2-019",1,"canopy",1,20,"ELEL5",4,4,24,1
"DryGB2-019",1,"canopy",1,20,"ELEL5",4,4,24,1
"DryGB2-019",1,"canopy",1,20,"ELEL5",4,4,24,1
"DryGB2-019",1,"canopy",1,20,"ELEL5",4,4,24,1
"DryGB2-019",1,"canopy",1,20,"ELEL5",4,4,24,1
"DryGB2-019",1,"canopy",1,20,"ELEL5",4,4,24,1
"DryGB2-019",1,"canopy",1,20,"ELEL5",4,4,24,1
"DryGB2-019",1,"canopy",1,20,"ELEL5",4,4,24,1
"DryGB2-019",1,"canopy",1,20,"ELEL5",4,4,24,1
"DryGB2-019",1,"canopy",1,20,"ELEL5",4,4,24,1
"DryGB2-019",1,"canopy",1,20,"ELEL5",4,4,24,1
"DryGB2-019",1,"canopy",1,20,"ELEL5",4,4,24,1
"DryGB2-019",1,"canopy",1,20,"ELEL5",4,4,24,1
"DryGB2-019",1,"canopy",1,20,"ELEL5",4,4,24,1
"DryGB2-019",1,"canopy",1,20,"ELEL5",4,4,24,1
"DryGB2-019",1,"canopy",1,20,"ELEL5",4,4,24,1
"DryGB2-019",1,"canopy",1,20,"ELEL5",4,4,24,1
"DryGB2-019",1,"canopy",1,20,"ELEL5",4,4,24,1
"DryGB2-019",1,"canopy",1,20,"ELEL5",4,4,24,1
"DryGB2-019",1,"canopy",1,20,"ELEL5",4,4,24,1
"DryGB2-019",1,"canopy",1,20,"ELEL5",4,4,24,1
"DryGB2-019",1,"canopy",1,20,"ELEL5",4,4,24,1
"DryGB2-019",1,"canopy",1,20,"ELEL5",4,4,24,1
"DryGB2-019",1,"canopy",1,20,"ELEL5",4,4,24,1
"DryGB2-019",1,"canopy",1,20,"ELEL5",4,4,24,1
"DryGB2-019",1,"canopy",1,20,"ELEL5",4,4,24,1
"DryGB2-019",1,"canopy",1,20,"ELEL5",4,4,24,1
"DryGB2-019",1,"canopy",1,20,"ELEL5",4,4,24,1
"DryGB2-019",1,"canopy",1,20,"ELEL5",4,4,24,1
"DryGB2-019",1,"canopy",1,20,"ELEL5",4,4,24,1
"DryGB2-019",1,"canopy",1,20,"ELEL5",4,4,24,1
"DryGB2-019",1,"canopy",1,20,"ELEL5",4,4,24,1
"DryGB2-019",1,"canopy",1,20,"ELEL5",4,4,24,1
"DryGB2-019",1,"canopy",1,20,"ELEL5",4,4,24,1
"DryGB2-019",1,"canopy",1,20,"ELEL5",4,4,24,1
"DryGB2-019",1,"canopy",1,20,"ELEL5",4,4,24,1
"DryGB2-019",1,"canopy",1,20,"ELEL5",4,4,24,1
"DryGB2-019",1,"canopy",1,20,"ELEL5",4,4,24,1
"DryGB2-019",1,"canopy",1,20,"ELEL5",4,4,24,1
"DryGB2-019",1,"canopy",1,20,"ELEL5",4,4,24,1
"DryGB2-019",1,"canopy",1,20,"ELEL5",4,4,24,1
"DryGB2-019",1,"canopy",1,20,"ELEL5",4,4,24,1
"DryGB2-019",1,"canopy",1,20,"ELEL5",4,4,24,1
"DryGB2-019",1,"canopy",1,20,"ELEL5",4,4,24,1
"DryGB2-019",1,"canopy",1,20,"ELEL5",4,4,24,1
"DryGB2-019",1,"canopy",1,20,"ELEL5",4,4,24,1
"DryGB2-019",1,"canopy",1,20,"ELEL5",4,4,24,1
"DryGB2-019",1,"canopy",1,20,"ELEL5",4,4,24,1
"DryGB2-019",1,"canopy",1,20,"ELEL5",4,4,24,1
"DryGB2-019",1,"canopy",1,20,"ELEL5",4,4,24,1
"DryGB2-019",1,"canopy",1,20,"ELEL5",4,4,24,1
"DryGB2-019",1,"canopy",1,20,"ELEL5",4,4,24,1
"DryGB2-019",1,"canopy",1,20,"ELEL5",4,4,24,1
"DryGB2-019",1,"canopy",1,20,"ELEL5",4,4,24,1
"DryGB2-019",1,"canopy",1,20,"ELEL5",4,4,24,1
"DryGB2-019",1,"canopy",1,20,"ELEL5",4,4,24,1
"DryGB2-019",1,"canopy",1,20,"ELEL5",4,4,24,1
"DryGB2-019",1,"canopy",1,20,"ELEL5",4,4,24,1
"DryGB2-019",1,"canopy",1,20,"ELEL5",4,4,24,1
"DryGB2-019",1,"canopy",1,20,"ELEL5",4,4,24,1
"DryGB2-019",1,"canopy",1,20,"ELEL5",4,4,24,1
"DryGB2-019",1,"canopy",1,20,"ELEL5",4,4,24,1
"DryGB2-019",1,"canopy",1,20,"ELEL5",4,4,24,1
"DryGB2-019",1,"canopy",1,20,"ELEL5",4,4,24,1
"DryGB2-019",1,"canopy",1,20,"ELEL5",4,4,24,1
"DryGB2-019",1,"canopy",1,20,"ELEL5",4,4,24,1
"DryGB2-019",1,"canopy",1,20,"ELEL5",4,4,24,1
"DryGB2-019",1,"canopy",1,20,"ELEL5",4,4,24,1
"DryGB2-019",1,"canopy",1,20,"ELEL5",4,4,24,1
"DryGB2-019",1,"canopy",1,20,"ELEL5",4,4,24,1
"DryGB2-019",1,"canopy",1,20,"ELEL5",4,4,24,1
"DryGB2-019",1,"canopy",1,20,"ELEL5",4,4,24,1
"DryGB2-019",1,"canopy",1,20,"ELEL5",4,4,24,1
"DryGB2-019",1,"canopy",1,20,"ELEL5",4,4,24,1
"DryGB2-019",1,"canopy",1,20,"ELEL5",4,4,24,1
"DryGB2-019",1,"canopy",1,20,"ELEL5",4,4,24,1
"DryGB2-019",1,"canopy",1,20,"ELEL5",4,4,24,1
"DryGB2-019",1,"canopy",1,20,"ELEL5",4,4,24,1
"DryGB2-019",1,"canopy",1,20,"ELEL5",4,4,24,1
"DryGB2-019",1,"canopy",1,20,"ELEL5",4,4,24,1
"DryGB2-019",1,"canopy",1,20,"ELEL5",4,4,24,1
"DryGB2-019",1,"canopy",1,20,"ELEL5",4,4,24,1
"DryGB2-019",1,"canopy",1,20,"ELEL5",4,4,24,1
"DryGB2-019",1,"canopy",1,20,"ELEL5",4,4,24,1
"DryGB2-019",1,"canopy",1,20,"ELEL5",4,4,24,1
"DryGB2-019",1,"canopy",1,20,"ELEL5",4,4,24,1
"DryGB2-019",1,"canopy",1,20,"ELEL5",4,4,24,1
"DryGB2-019",1,"canopy",1,20,"ELEL5",4,4,24,1
"DryGB2-019",1,"canopy",1,20,"ELEL5",4,4,24,1
"DryGB2-019",1,"canopy",1,20,"ELEL5",4,4,24,1
"DryGB2-019",1,"canopy",1,20,"ELEL5",4,4,24,1
"DryGB2-019",1,"canopy",1,20,"ELEL5",4,4,24,1
"DryGB2-019",1,"canopy",1,20,"ELEL5",4,4,24,1
"DryGB2-019",1,"canopy",1,20,"ELEL5",4,4,24,1
"DryGB2-019",1,"canopy",1,20,"ELEL5",4,4,24,1
"DryGB2-019",1,"canopy",1,20,"ELEL5",4,4,24,1
"DryGB2-019",1,"canopy",1,20,"ELEL5",4,4,24,1
"DryGB2-019",1,"canopy",1,20,"ELEL5",4,4,24,1
"DryGB2-019",1,"canopy",1,20,"ELEL5",4,4,24,1
"DryGB2-019",1,"canopy",1,20,"ELEL5",4,4,24,1
"DryGB2-019",1,"canopy",1,20,"ELEL5",4,4,24,1
"DryGB2-019",1,"canopy",1,20,"ELEL5",4,4,24,1
"DryGB2-019",1,"canopy",1,20,"ELEL5",4,4,24,1
"DryGB2-019",1,"canopy",1,20,"ELEL5",4,4,24,1
"DryGB2-019",1,"canopy",1,20,"ELEL5",4,4,24,1
"DryGB2-019",1,"canopy",1,20,"ELEL5",4,4,24,1
"DryGB2-019",1,"canopy",1,20,"ELEL5",4,4,24,1
"DryGB2-019",1,"canopy",1,20,"ELEL5",4,4,24,1
"DryGB2-019",1,"canopy",1,20,"ELEL5",4,4,24,1
"DryGB2-019",1,"canopy",1,20,"ELEL5",4,4,24,1
"DryGB2-019",1,"canopy",1,20,"ELEL5",4,4,24,1
"DryGB2-019",1,"canopy",1,20,"ELEL5",4,4,24,1
"DryGB2-019",1,"canopy",1,20,"ELEL5",4,4,24,1
"DryGB2-019",1,"canopy",1,20,"ELEL5",4,4,24,1
"DryGB2-019",1,"canopy",1,20,"ELEL5",4,4,24,1
"DryGB2-019",1,"canopy",1,20,"ELEL5",4,4,24,1
"DryGB2-019",1,"canopy",1,20,"ELEL5",4,4,24,1
"DryGB2-019",1,"canopy",1,20,"ELEL5",4,4,24,1
"DryGB2-019",1,"canopy",1,20,"ELEL5",4,4,24,1
"DryGB2-019",1,"canopy",1,20,"ELEL5",4,4,24,1
"DryGB2-019",1,"canopy",1,20,"ELEL5",4,4,24,1
"DryGB2-019",1,"canopy",1,20,"ELEL5",4,4,24,1
"DryGB2-019",1,"canopy",1,20,"ELEL5",4,4,24,1
"DryGB2-019",1,"canopy",1,20,"ELEL5",4,4,24,1
"DryGB2-019",1,"canopy",1,20,"ELEL5",4,4,24,1
"DryGB2-019",1,"canopy",1,20,"ELEL5",4,4,24,1
"DryGB2-019",1,"canopy",1,20,"ELEL5",4,4,24,1
"DryGB2-019",1,"canopy",1,20,"ELEL5",4,4,24,1
"DryGB2-019",1,"canopy",1,20,"ELEL5",4,4,24,1
"DryGB2-019",1,"canopy",1,20,"ELEL5",4,4,24,1
"DryGB2-019",1,"canopy",1,20,"ELEL5",4,4,24,1
"DryGB2-019",1,"canopy",1,20,"ELEL5",4,4,24,1
"DryGB2-019",1,"canopy",1,20,"ELEL5",4,4,24,1
"DryGB2-019",1,"canopy",1,20,"ELEL5",4,4,24,1
"DryGB2-019",1,"canopy",1,20,"ELEL5",4,4,24,1
"DryGB2-019",1,"canopy",1,20,"ELEL5",4,4,24,1
"DryGB2-019",1,"canopy",1,20,"ELEL5",4,4,24,1
"DryGB2-019",1,"canopy",1,20,"ELEL5",4,4,24,1
"DryGB2-019",1,"canopy",1,20,"ELEL5",4,4,24,1
"DryGB2-019",1,"canopy",1,20,"ELEL5",4,4,24,1
"DryGB2-019",1,"canopy",1,20,"ELEL5",4,4,24,1
"DryGB2-019",1,"canopy",1,20,"ELEL5",4,4,24,1
"DryGB2-019",1,"canopy",1,20,"ELEL5",4,4,24,1
"DryGB2-019",1,"canopy",1,20,"ELEL5",4,4,24,1
"DryGB2-019",1,"canopy",1,20,"ELEL5",4,4,24,1
"DryGB2-019",1,"canopy",1,20,"ELEL5",4,4,24,1
"DryGB2-019",1,"canopy",1,20,"ELEL5",4,4,24,1
"DryGB2-019",1,"canopy",1,20,"ELEL5",4,4,24,1
"DryGB2-019",1,"canopy",1,20,"ELEL5",4,4,24,1
"DryGB2-019",1,"canopy",1,20,"ELEL5",4,4,24,1
"DryGB2-019",1,"canopy",1,20,"ELEL5",4,4,24,1
"DryGB2-019",1,"canopy",1,20,"ELEL5",4,4,24,1
"DryGB2-019",1,"canopy",1,20,"ELEL5",4,4,24,1
"DryGB2-019",1,"canopy",1,20,"ELEL5",4,4,24,1
"DryGB2-019",1,"canopy",1,20,"ELEL5",4,4,24,1
"DryGB2-019",1,"canopy",1,20,"ELEL5",4,4,24,1
"DryGB2-019",1,"canopy",1,20,"ELEL5",4,4,24,1
"DryGB2-019",1,"canopy",1,20,"ELEL5",4,4,24,1
"DryGB2-019",1,"canopy",1,20,"ELEL5",4,4,24,1
"DryGB2-019",1,"canopy",1,20,"ELEL5",4,4,24,1
"DryGB2-019",1,"canopy",1,20,"ELEL5",4,4,24,1
"DryGB2-019",1,"canopy",1,20,"ELEL5",4,4,24,1
"DryGB2-019",1,"canopy",1,20,"ELEL5",4,4,24,1
"DryGB2-019",1,"canopy",1,20,"ELEL5",4,4,24,1
"DryGB2-019",1,"canopy",1,20,"ELEL5",4,4,24,1
"DryGB2-019",1,"canopy",1,20,"ELEL5",4,4,24,1
"DryGB2-019",1,"canopy",1,20,"ELEL5",4,4,24,1
"DryGB2-019",1,"canopy",1,20,"ELEL5",4,4,24,1
"DryGB2-019",1,"canopy",1,20,"ELEL5",4,4,24,1
"DryGB2-019",1,"canopy",1,20,"ELEL5",4,4,24,1
"DryGB2-019",1,"canopy",1,20,"ELEL5",4,4,24,1
"DryGB2-019",1,"canopy",1,20,"ELEL5",4,4,24,1
"DryGB2-019",1,"canopy",1,20,"ELEL5",4,4,24,1
"DryGB2-019",1,"canopy",1,20,"ELEL5",4,4,24,1
"DryGB2-019",1,"canopy",1,20,"ELEL5",4,4,24,1
"DryGB2-019",1,"canopy",1,20,"ELEL5",4,4,24,1
"DryGB2-019",1,"canopy",1,20,"ELEL5",4,4,24,1
"DryGB2-019",1,"canopy",1,20,"ELEL5",4,4,24,1
"DryGB2-019",1,"canopy",1,20,"ELEL5",4,4,24,1
"DryGB2-019",1,"canopy",1,20,"ELEL5",4,4,24,1
"DryGB2-019",1,"canopy",1,20,"ELEL5",4,4,24,1
"DryGB2-019",1,"canopy",1,20,"ELEL5",4,4,24,1
"DryGB2-019",1,"canopy",1,20,"ELEL5",4,4,24,1
"DryGB2-019",1,"canopy",1,20,"ELEL5",4,4,24,1
"DryGB2-019",1,"canopy",1,20,"ELEL5",4,4,24,1
"DryGB2-019",1,"canopy",1,20,"ELEL5",4,4,24,1
"DryGB2-019",1,"canopy",1,20,"ELEL5",4,4,24,1
"DryGB2-019",1,"canopy",1,20,"ELEL5",4,4,24,1
"DryGB2-019",1,"canopy",1,20,"ELEL5",4,4,24,1
"DryGB2-019",1,"canopy",1,20,"ELEL5",4,4,24,1
